Date,Silver_PKR_per_Ounce
2025-12-02,16449.0
2025-12-03,16473.0
2025-12-04,16077.0
2025-12-05,16374.0
2025-12-08,16422.0
2025-12-09,17072.0
2025-12-10,17383.0
2025-12-11,17824.0
2025-12-12,17363.0
2025-12-15,17968.0
2025-12-16,17872.0
2025-12-17,18556.0
2025-12-18,18378.0
2025-12-19,18813.0
2025-12-22,19395.0
2025-12-23,20091.0
2025-12-24,20147.0
2025-12-25,20459.0
2025-12-26,22212.0
2025-12-29,20144.0
2025-12-30,21118.0
2025-12-31,20027.0
2026-01-01,20279.0
2026-01-02,20394.0
2026-01-05,21345.0
2026-01-06,23090.0
2026-01-07,22026.0
2026-01-08,21694.0
2026-01-09,22373.0
2026-01-12,23445.0
2026-01-13,24568.0
2026-01-14,25694.0
2026-01-15,25421.0
2026-01-16,25230.0
2026-01-19,26341.0
2026-01-20,26408.0
2026-01-21,25686.0
2026-01-22,26993.0
2026-01-23,28893.0
2026-01-26,29798.0
2026-01-27,31247.0
2026-01-28,32645.0
2026-01-29,32414.0
2026-01-30,23709.0
2026-02-02,22899.0
2026-02-03,23475.0
2026-02-04,24928.0
2026-02-05,19286.0
2026-02-06,21837.0
2026-02-09,22811.0
2026-02-10,22779.0
2026-02-11,23493.0
2026-02-12,21118.0
2026-02-13,21652.0
2026-02-16,21467.0
2026-02-17,20538.0
2026-02-18,21649.0
2026-02-19,21940.0
2026-02-20,23687.0
2026-02-23,24655.0
2026-02-24,24265.0
2026-02-25,24859.0
2026-02-26,24606.0
2026-02-27,26187.0
2026-03-02,25083.0
2026-03-03,23040.0
2026-03-04,23343.0
2026-03-05,23062.0
2026-03-06,23649.0
2026-03-09,24409.0
2026-03-10,24809.0
2026-03-11,23822.0
2026-03-12,23625.0
2026-03-13,22507.0
2026-03-16,22556.0
2026-03-17,22063.0
2026-03-18,21063.0
2026-03-19,20425.0
2026-03-20,18959.0
2026-03-23,19342.0
2026-03-24,19934.0
2026-03-25,19893.0
2026-03-26,19121.0
2026-03-27,19472.0
2026-03-30,19579.0
2026-03-31,21018.0
2026-04-01,20949.0
2026-04-02,20376.0
2026-04-03,20324.0
